url	candidate_kind	candidate_name	rank	composite_score	popularity	reputation	integration	documentation	ecosystem	cves_12mo	stars	issues_12mo	language	license	last_release	weblink	summary	confidence_score
https://github.com/chardet/chardet/archive/refs/tags/5.0.0.tar.gz	alternative	charset-normalizer	1	81.2	65	95	90	85	75	0	480	30	Python	MIT	2024-04	https://github.com/jawah/charset_normalizer	Python library for detecting and normalizing character encodings.
https://github.com/SELinuxProject/selinux/releases/download/3.3/libsepol-3.3.tar.gz	self	libsepol	0	68.3	62	92	68	55	48	0	1180	15	C	LGPL-2.1	2021-10	https://github.com/SELinuxProject/selinux	C library for parsing, manipulating and checking SELinux policies	0.95
https://github.com/OpenPrinting/cups/archive/refs/tags/v2.4.14.tar.gz	self	CUPS	0	66.5	45	75	85	80	70	3	850	120	C	Apache-2.0		https://github.com/OpenPrinting/cups	Standards-based printing system for Unix-like OSes providing printer management, job spooling and IPP support.	0.1
https://rubygems.org/downloads/fluent-plugin-kubernetes_metadata_filter-2.2.0.gem	self	fluent-plugin-kubernetes_metadata_filter	0	67.5	45	95	80	60	70	0	142	3	Ruby	Apache-2.0	2020-03	https://github.com/fluent/fluent-plugin-kubernetes_metadata_filter	Fluentd filter plugin that enriches log records with Kubernetes metadata (pod, namespace, labels, annotations).	0.1
https://github.com/sphinx-doc/sphinxcontrib-serializinghtml/archive/refs/tags/2.0.0.tar.gz	self	sphinxcontrib-serializinghtml	0	62.5	25	95	85	80	70	0	12	3	Python	BSD-2-Clause	2024-03	https://github.com/sphinx-doc/sphinxcontrib-serializinghtml	Sphinx extension providing a serializing HTML builder that outputs JSON or pickle for post-processing.	0
https://github.com/ansible/ansible/archive/refs/tags/v2.20.5.tar.gz	self	ansible	0	88.8	95	85	92	90	80	4	63000	1200	Python	GPL-3.0-only	2025-01	https://www.ansible.com	Open-source automation platform for configuration management, application deployment and orchestration using playbooks.	0.2
http://wayland.freedesktop.org	self	Wayland	0	74.9	68	85	75	80	72	2	420	85	C	MIT		https://wayland.freedesktop.org	Wayland is a protocol that a compositor can use to talk to its clients, plus the C library implementation of that protocol.	0.05
https://gitlab.freedesktop.org/mobile-broadband/libmbim/-/archive/1.26.2/libmbim-1.26.2.tar.gz	self	libmbim	0	67.5	45	90	75	65	70	0		12	C	LGPL-2.1+	2022-07	https://gitlab.freedesktop.org/mobile-broadband/libmbim	C library implementing the MBIM protocol for controlling mobile broadband modems	0.2
https://github.com/libexpat/libexpat/releases/download/R_2.2.9/expat-2.2.9.tar.xz	self	expat	0	82.4	72	95	85	78	82	0	950	12	C	MIT	2019-09	https://libexpat.github.io/	Stream-oriented XML 1.0 parser library written in C	0.25
https://github.com/boto/boto3/archive/refs/tags/1.43.5.tar.gz	self	boto3	0	88.4	92	85	95	90	80	2	9200	420	Python	Apache-2.0		https://github.com/boto/boto3	AWS SDK for Python providing low-level and high-level interfaces to Amazon Web Services.	0.1
https://github.com/rpm-software-management/librepo/archive/refs/tags/1.14.5.tar.gz	self	librepo	0	67.5	35	95	70	65	80	0	48	4	C	LGPL-2.1	2023-09	https://github.com/rpm-software-management/librepo	C library for downloading RPM packages and repository metadata.	0.1
https://github.com/libvirt/libvirt/archive/refs/tags/v12.3.0.tar.gz	self	libvirt	0	80.4	72	85	88	90	78	3	730	210	C	LGPL-2.1-or-later	2024-09	https://libvirt.org/	Toolkit for managing virtualization platforms (KVM/QEMU, Xen, LXC) via stable APIs and daemons.	0.15
https://github.com/pyca/pyopenssl/archive/refs/tags/23.3.0.tar.gz	self	pyOpenSSL	0	79.4	72	95	78	82	68	0	870	31	Python	Apache-2.0	2023-10	https://github.com/pyca/pyopenssl	Python bindings to a subset of OpenSSL for SSL/TLS and crypto operations.	0.95
https://github.com/pyca/pyopenssl/archive/refs/tags/23.3.0.tar.gz	alternative	cryptography	1	88.6	92	90	85	95	78	1	6250	95	Python	Apache-2.0	2024-07	https://github.com/pyca/cryptography	Modern Python cryptography library providing X.509, TLS, and primitives.
https://rubygems.org/downloads/msgpack-1.8.0.gem	self	msgpack	0	83.4	72	95	88	80	85	0	850	12	Ruby	Apache-2.0	2024-07	https://rubygems.org/gems/msgpack	MessagePack binary serialization implementation for Ruby	0.1
https://github.com/python-hyper/hyperlink/archive/refs/tags/v18.0.0.tar.gz	self	hyperlink	0	68.5	45	95	70	60	75	0	480	5	Python	MIT License	2018-07	https://github.com/python-hyper/hyperlink	Immutable, Pythonic, zero-dependency URL and IRI parsing library	0.1
https://github.com/python-hyper/hyperlink/archive/refs/tags/v18.0.0.tar.gz	alternative	yarl	1	86.8	82	95	85	90	80	0	1400	25	Python	Apache-2.0	2024-09	https://github.com/aio-libs/yarl	Yet another URL library for Python with immutable URL objects
http://ftp.x.org/pub/individual/font/encodings-1.0.6.tar.gz	self	encodings	0	71.5		95	60	50	70	0		0		MIT	2020-03	https://www.x.org/releases/individual/font/	X11 font encoding data files providing character set mappings and codepage support for legacy X fonts.	0
https://archive.apache.org/dist/tomcat/tomcat-9/v9.0.86/src/%{_origname}-9.0.86-src.tar.gz	self	Apache Tomcat	0	82	85	70	95	90	80	12	7200	180	Java	Apache-2.0	2024-03	https://tomcat.apache.org/	Open-source Java servlet container and web server implementing Servlet, JSP and WebSocket specs.	0.25
https://archive.apache.org/dist/tomcat/tomcat-9/v9.0.86/src/%{_origname}-9.0.86-src.tar.gz	alternative	Eclipse Jetty	1	82.9	78	85	88	85	82	5	3800	95	Java	Apache-2.0 / EPL-2.0	2024-04	https://www.eclipse.org/jetty/	Lightweight, embeddable Java HTTP server and servlet container with async support.
https://archive.apache.org/dist/tomcat/tomcat-9/v9.0.86/src/%{_origname}-9.0.86-src.tar.gz	alternative	Undertow	2	79.5	72	88	82	75	78	3	3400	40	Java	Apache-2.0	2024-02	https://undertow.io/	High-performance, embeddable Java web server and servlet container from Red Hat.
https://rubygems.org/downloads/aws-sdk-s3-1.209.0.gem	self	aws-sdk-s3	0	91.9	92	95	95	90	88	0	3700	120	Ruby	Apache-2.0	2024-10	https://rubygems.org/gems/aws-sdk-s3	Official AWS SDK for Ruby providing client for Amazon S3 storage service.	0.3
https://github.com/jazzband/prettytable/archive/refs/tags/3.3.0.tar.gz	self	prettytable	0	82.4	72	95	85	80	78	0	1900	12	Python	BSD-3-Clause	2023-10	https://github.com/jazzband/prettytable	Python library to generate simple ASCII tables from tabular data with minimal code.	0
https://github.com/jazzband/prettytable/archive/refs/tags/3.3.0.tar.gz	alternative	tabulate	1	83.8	71	95	88	85	82	0	1850	15	Python	MIT	2024-01	https://github.com/astanin/python-tabulate	Python module for pretty-printing tabular data to text, HTML, LaTeX and other formats.
https://github.com/jazzband/prettytable/archive/refs/tags/3.3.0.tar.gz	alternative	texttable	2	73	45	95	75	65	88	0	340	4	Python	MIT	2023-05	https://github.com/foutaise/texttable	Python library for creating simple ASCII tables with support for alignment and borders.
https://github.com/urllib3/urllib3/archive/refs/tags/1.26.19.tar.gz	self	urllib3	0	85.4	82	90	95	88	78	1	3400	120	Python	MIT	2024-03	https://urllib3.readthedocs.io/	Python HTTP client library with thread-safe connection pooling, retries, and file uploads.	0.25
https://github.com/urllib3/urllib3/archive/refs/tags/1.26.19.tar.gz	alternative	httpx	1	90	92	95	80	92	85	0	12500	95	Python	BSD-3-Clause	2024-05	https://www.python-httpx.org/	Modern Python HTTP client with sync and async APIs, connection pooling and HTTP/2.
https://github.com/paramiko/paramiko/archive/refs/tags/4.0.0.tar.gz	self	paramiko	0	86.8	85	90	95	88	80	1	9200	85	Python	LGPL-2.1	2024-06	https://github.com/paramiko/paramiko	Native Python SSHv2 protocol library providing client and server implementations.	0.95
https://github.com/pypa/build/archive/1.5.0/build-1.5.0.tar.gz	self	build	0	83.5	75	95	90	85	80	0	1400	45	Python	MIT	2024-02	https://pypa.github.io/build/	PEP 517 compliant build frontend for Python packages	0.05
https://github.com/geomet/geomet/archive/refs/tags/0.3.0.tar.gz	self	geomet	0	61.5	45	95	70	55	40	0	210	3	Python	Apache-2.0	2020-12	https://github.com/geomet/geomet	Python library for converting between GeoJSON, WKT, EWKT and WKB geometry formats.	0.05
https://rubygems.org/downloads/tzinfo-data-1.2024.1.gem	self	tzinfo-data	0	81.5	65	95	90	85	80	0	82	3	Ruby	MIT	2024-03	https://rubygems.org/gems/tzinfo-data	IANA Time Zone database for the tzinfo Ruby gem	0.05
https://www.kernel.org/pub/linux/utils/net/iproute2/iproute2-6.0.0.tar.xz	self	iproute2	0	85.8	90	85	95	80	75	2		120	C	GPL-2.0-only	2022-10	https://wiki.linuxfoundation.org/networking/iproute2	Utilities for controlling TCP/IP networking and traffic control in the Linux kernel.	0.25
https://ftp.gnu.org/gnu/mpc/mpc-1.3.1.tar.gz	self	mpc	0	58.5	25	95	70	80	40	0		0	C	LGPL-3.0-or-later	2023-01	https://www.multiprecision.org/mpc/	C library for arbitrary-precision complex arithmetic with correct rounding.	0
https://github.com/Perl-Toolchain-Gang/Module-Build/archive/refs/tags/0.4234.tar.gz	self	Module-Build	0	64.5	35	95	70	80	65	0	28	4	Perl	Perl_5	2023-05	https://github.com/Perl-Toolchain-Gang/Module-Build	Pure-Perl build system for packaging, building and installing Perl distributions.	0.05
https://github.com/Perl-Toolchain-Gang/Module-Build/archive/refs/tags/0.4234.tar.gz	alternative	ExtUtils-MakeMaker	1	75.9	48	95	85	90	75	0	52	12	Perl	Perl_5	2024-04	https://github.com/Perl-Toolchain-Gang/ExtUtils-MakeMaker	Core Perl tool that generates Makefiles to build, test and install distributions.
https://github.com/Perl-Toolchain-Gang/Module-Build/archive/refs/tags/0.4234.tar.gz	alternative	Module-Build-Tiny	2	68.7	28	95	82	75	80	0	19	2	Perl	Perl_5	2023-09	https://github.com/Perl-Toolchain-Gang/Module-Build-Tiny	Tiny pure-Perl replacement for Module::Build with identical high-level API.
https://github.com/uperl/File-Which/archive/refs/tags/v1.23.tar.gz	self	File-Which	0	64.5	22	95	85	70	60	0	8	0	Perl	Artistic-2.0	2020-01	https://github.com/uperl/File-Which	Perl module to locate the full path of an executable program on the system PATH.	0.05
https://dist.schmorp.de/libev/Attic/libev-4.24.tar.gz	self	libev	0	58.5	45	95	60	40	30	0	1200	5	C	BSD-2-Clause		https://software.schmorp.de/pkg/libev.html	High-performance full-featured event loop library written in C.	0.1
https://dist.schmorp.de/libev/Attic/libev-4.24.tar.gz	alternative	libevent	1	83	85	85	85	80	75	1	10500	45	C	BSD-3-Clause	2023-05	https://libevent.org/	Event notification library providing similar event-loop abstractions in C.
https://rubygems.org/downloads/remote_syslog_sender-1.2.1.gem	self	remote_syslog_sender	0	60.5	35	95	70	40	55	0	48	2	Ruby	MIT	2019-04	https://github.com/papertrail/remote_syslog_sender	Ruby library for sending structured log messages to remote syslog servers over UDP or TCP	0.3
http://search.cpan.org/CPAN/authors/id/M/ML/MLEHMANN/Canary-Stability-2012.tar.gz	self	Canary-Stability	0	48.5	15	95	60	40	30	0		0	Perl	Perl_5	2012-12	https://metacpan.org/dist/Canary-Stability	Detects presence and stability of a working C compiler for building XS modules in Perl.	0
https://sourceforge.net/projects/scons/files/scons/4.1.0/scons-4.1.0.tar.gz	self	SCons	0	79.5	72	95	85	80	65	0	1450	120	Python	MIT	2021-09	https://scons.org	Open source software construction tool - a next-generation build system written in Python.	0.1
https://github.com/GNOME/json-glib/archive/refs/tags/1.10.8.tar.gz	self	json-glib	0	72.5	45	95	85	80	70	0	42	12	C	LGPL-2.1-or-later	2024-10	https://wiki.gnome.org/Projects/JsonGlib	JSON parser and generator library built on GLib/GObject for C applications.	0.1
https://github.com/aperezdc/nss-altfiles/archive/refs/tags/v2.23.0.tar.gz	self	nss-altfiles	0	55.8	22	95	70	55	40	0	28	1	C	LGPL-2.1-only	2023-06	https://github.com/aperezdc/nss-altfiles	NSS module providing user/group info from alternate files (e.g. for containers/chroots)	0.15
https://github.com/gperftools/gperftools/releases/download/gperftools-2.8/gperftools-2.8.tar.gz	self	gperftools	0	80.4	82	95	78	70	65	0	7800	45	C++	BSD-3-Clause	2022-05	https://github.com/gperftools/gperftools	Performance analysis tools including tcmalloc (thread-caching malloc) and CPU/heap profilers for C/C++.	0.2
https://github.com/gperftools/gperftools/releases/download/gperftools-2.8/gperftools-2.8.tar.gz	alternative	jemalloc	1	85.2	88	90	85	82	72	1	9200	38	C	BSD-2-Clause	2022-11	https://github.com/jemalloc/jemalloc	Scalable malloc implementation with built-in heap profiling and statistics.
https://github.com/gperftools/gperftools/releases/download/gperftools-2.8/gperftools-2.8.tar.gz	alternative	mimalloc	2	84.6	87	95	80	78	68	0	9100	52	C	MIT	2023-04	https://github.com/microsoft/mimalloc	Lightweight, high-performance malloc with optional secure/aligned variants.
https://github.com/benjaminp/six/archive/refs/tags/1.16.0.tar.gz	self	six	0	74.3	70	95	85	60	40	0	1030	5	Python	MIT	2021-05	https://github.com/benjaminp/six	Python 2 and 3 compatibility library providing utility functions to smooth over differences between Python versions.	0.05
https://github.com/toumorokoshi/deepmerge/archive/refs/tags/v1.1.0.tar.gz	self	deepmerge	0	80.8	72	95	85	80	75	0	680	12	Python	MIT	2024-01	https://github.com/toumorokoshi/deepmerge	Deep merge function for Python dictionaries and objects.	0.05
https://github.com/toumorokoshi/deepmerge/archive/refs/tags/v1.1.0.tar.gz	alternative	mergedeep	1	81.3	65	95	88	78	82	0	420	5	Python	MIT	2023-11	https://github.com/clarketm/mergedeep	Deep merge for Python dicts with strategy support.
https://rubygems.org/downloads/faraday-net_http-3.4.2.gem	self	faraday-net_http	0	81.5	65	95	90	85	80	0	120	8	Ruby	MIT	2024-12	https://rubygems.org/gems/faraday-net_http	Faraday adapter for Net::HTTP	0.15
https://rubygems.org/downloads/faraday-net_http-3.4.2.gem	alternative	faraday-typhoeus	1	78.5	58	92	88	80	82	0	95	5	Ruby	MIT	2024-10	https://rubygems.org/gems/faraday-typhoeus	Faraday adapter for Typhoeus
https://rubygems.org/downloads/faraday-net_http-3.4.2.gem	alternative	faraday-excon	2	76	52	93	87	78	78	0	80	6	Ruby	MIT	2024-11	https://rubygems.org/gems/faraday-excon	Faraday adapter for Excon
https://rubygems.org/downloads/ffi-compiler-1.3.2.gem	self	ffi-compiler	0	65.5	35	95	70	40	80	0	42	2	Ruby	BSD-3-Clause		https://github.com/ffi/ffi-compiler	Compiles Ruby FFI extension definitions into native C extensions for improved performance.	0.1
https://rubygems.org/downloads/concurrent-ruby-1.1.7.gem	self	concurrent-ruby	0	85.5	85	95	90	80	75	0	5600	45	Ruby	MIT	2020-10	https://github.com/ruby-concurrency/concurrent-ruby	Modern concurrency tools for Ruby: actors, futures, promises, thread pools, and more.	0.1
https://rubygems.org/downloads/jsonpath-1.1.5.gem	self	jsonpath	0	74.5	55	95	80	70	85	0	420	3	Ruby	MIT	2024-05	https://github.com/joshbuddy/jsonpath	Ruby implementation of JSONPath, a query language for extracting data from JSON documents.	0.05
https://github.com/SELinuxProject/selinux/archive/refs/tags/libselinux-3.4.tar.gz	self	libselinux	0	76.5	65	85	90	70	75	2	1200	45	C	LGPL-2.1	2022-11	https://github.com/SELinuxProject/selinux	C library providing APIs for SELinux policy enforcement, security contexts, and labeling on Linux.	0.95
https://github.com/madler/zlib/archive/refs/tags/v1.2.13.tar.gz	self	zlib	0	86	85	95	90	75	80	0	5200	40	C	zlib	2022-10	https://zlib.net/	Massively spiffy yet delicately unobtrusive compression library implementing DEFLATE.	0.1
https://github.com/madler/zlib/archive/refs/tags/v1.2.13.tar.gz	alternative	zlib-ng	1	80.6	70	92	85	80	75	0	1600	55	C	zlib	2024-05	https://github.com/zlib-ng/zlib-ng	Drop-in compatible zlib replacement with performance improvements.
https://github.com/numactl/numactl/releases/download/v2.0.14/numactl-2.0.14.tar.gz	self	numactl	0	73.5	55	95	70	60	80	0	248	5	C	GPL-2.0	2022-11	https://github.com/numactl/numactl	Tools and library for controlling NUMA policy and affinity on Linux systems.	0.05
https://github.com/python-hyper/hyperlink/archive/refs/tags/v20.0.1.tar.gz	self	hyperlink	0	62.5	45	95	70	60	40	0	480	5	Python	MIT	2020-01	https://github.com/python-hyper/hyperlink	Immutable, Pythonic URL parsing, manipulation and resolution.	0.1
https://github.com/python-hyper/hyperlink/archive/refs/tags/v20.0.1.tar.gz	alternative	yarl	1	87	85	95	85	90	75	0	1250	25	Python	Apache-2.0	2024-06	https://github.com/aio-libs/yarl	Yet another URL library for Python with immutable URL objects.
https://github.com/PCRE2Project/pcre2/releases/download/pcre2-10.40/pcre2-10.40.tar.gz	self	pcre2	0	77.4	72	85	88	75	70	2	680	31	C	BSD-3-Clause	2022-04	https://github.com/PCRE2Project/pcre2	C library providing Perl-compatible regular expression pattern matching and substitution.	0.15
https://rubygems.org/downloads/google-apis-core-1.0.2.gem	self	google-apis-core	0	81.5	75	95	85	80	70	0		12	Ruby	Apache-2.0	2024-10	https://rubygems.org/gems/google-apis-core	Common utility and base classes for all Google REST clients	0.2
https://github.com/nhorman/rng-tools/archive/refs/tags/v5.tar.gz	self	rng-tools	0	66.8	42	95	75	55	65	0	312	4	C	GPL-2.0	2018-03	https://github.com/nhorman/rng-tools	Collection of Linux daemons and tools for feeding hardware RNG entropy into the kernel pool (primarily rngd).	0.85
https://github.com/psf/requests/archive/refs/tags/v2.28.1.tar.gz	self	requests	0	88.4	95	82	98	85	78	3	51000	180	Python	Apache-2.0	2022-06	https://github.com/psf/requests	Elegant and simple HTTP library for Python, built for human beings.	0.1
https://github.com/psf/requests/archive/refs/tags/v2.28.1.tar.gz	alternative	httpx	1	87.8	82	90	95	92	85	1	13000	95	Python	BSD-3-Clause	2024-05	https://github.com/encode/httpx	A next-generation HTTP client for Python with sync and async support.
https://github.com/ruby/ruby/archive/refs/tags/v2.5.8.tar.gz	self	ruby	0	82.5	85	70	90	95	80	3	21000	420	C	Ruby	2021-07	https://www.ruby-lang.org/	Ruby programming language interpreter and core libraries.	0.05
https://github.com/NLnetLabs/unbound/archive/refs/tags/release-1.24.1.tar.gz	self	unbound	0	83.4	82	88	90	85	78	2	3200	180	C	BSD-3-Clause	2024-10	https://nlnetlabs.nl/projects/unbound/	Validating, recursive, caching DNS resolver daemon	0.95
https://github.com/NLnetLabs/unbound/archive/refs/tags/release-1.24.1.tar.gz	alternative	knot-resolver	1	79.4	65	92	85	88	72	1	410	65	C	GPL-3.0	2024-09	https://www.knot-resolver.cz/	Modern recursive DNS resolver with Lua scripting
https://github.com/NLnetLabs/unbound/archive/refs/tags/release-1.24.1.tar.gz	alternative	pdns-recursor	2	77.4	72	80	82	90	70	3	1250	210	C++	GPL-2.0	2024-10	https://www.powerdns.com/recursor.html	High-performance recursive DNS resolver
https://rubygems.org/downloads/oj-3.17.0.gem	self	oj	0	85.4	82	95	88	85	80	0	3100	12	Ruby	MIT	2024-09	https://github.com/ohler55/oj	Fast JSON parser and object serializer for Ruby.	0.1
https://rubygems.org/downloads/oj-3.17.0.gem	alternative	json	1	81.6	65	92	95	90	75	0	520	25	Ruby	Ruby	2024-05	https://github.com/ruby/json	Standard JSON implementation for Ruby.
https://rubygems.org/downloads/oj-3.17.0.gem	alternative	yajl-ruby	2	72.2	55	88	70	60	85	0	780	5	Ruby	MIT	2023-01	https://github.com/brianmario/yajl-ruby	Ruby C binding to YAJL JSON library.
https://github.com/python/importlib_metadata/archive/refs/tags/v6.0.0.tar.gz	self	importlib_metadata	0	87.1	82	95	90	85	80	0	427	25	Python	Apache-2.0	2022-12	https://github.com/python/importlib_metadata	Backport of importlib.metadata for reading Python package metadata.	0.05
https://gitlab.com/samba-team/devel/samba/-/archive/tdb-1.4.8/tdb-1.4.8.tar.gz	self	tdb	0	67.5	45	90	75	70	65	0		12	C	LGPL-3.0-or-later	2023-09	https://tdb.samba.org/	Lightweight key-value database library (Trivial Database) used by Samba for simple embedded storage.	0.1
https://gitlab.com/samba-team/devel/samba/-/archive/tdb-1.4.8/tdb-1.4.8.tar.gz	alternative	lmdb	1	82.7	85	85	88	80	70	1	2450	45	C	OpenLDAP	2024-02	https://symas.com/lmdb/	Lightning Memory-Mapped Database, high-performance embedded key-value store with MVCC.
https://gitlab.com/samba-team/devel/samba/-/archive/tdb-1.4.8/tdb-1.4.8.tar.gz	alternative	gdbm	2	63.6	40	88	70	65	55	0		5	C	GPL-3.0-or-later	2022-08	https://www.gnu.org/software/gdbm/	GNU dbm library providing classic key-value database functionality.
https://git.kernel.org/pub/scm/libs/python/python-linux-procfs/python-linux-procfs.git/snapshot/python-linux-procfs-0.7.4.tar.gz	self	python-linux-procfs	0	81.4		95	70	60	80	0		2	Python	GPL-2.0	2024-02	https://git.kernel.org/pub/scm/libs/python/python-linux-procfs/python-linux-procfs.git/	Python module providing classes to parse Linux /proc filesystem entries (cpuinfo, meminfo, etc.).	0.1
https://github.com/python/typing_extensions/archive/refs/tags/4.3.0.tar.gz	self	typing_extensions	0	85.4	82	98	92	78	72	0	1250	45	Python	PSF-2.0	2022-06	https://github.com/python/typing_extensions	Backports and experimental type hints for Python.	0
https://github.com/jbeder/yaml-cpp/archive/refs/tags/yaml-cpp-0.7.0.tar.gz	self	yaml-cpp	0	82.4	82	95	88	75	70	0	4200	45	C++	MIT	2022-04	https://github.com/jbeder/yaml-cpp	YAML parser and emitter for C++ matching YAML 1.2 spec	0.25
https://github.com/jbeder/yaml-cpp/archive/refs/tags/yaml-cpp-0.7.0.tar.gz	alternative	rapidyaml	1	82.3	65	95	90	85	82	0	680	28	C++	MIT	2024-06	https://github.com/biojppm/rapidyaml	Fast C++ YAML 1.2 library with simple API
https://github.com/rpm-software-management/librepo/archive/refs/tags/1.10.2.tar.gz	self	librepo	0	63.8	35	95	70	55	60	0	48	3	C	LGPL-2.1-only	2021-03	https://github.com/rpm-software-management/librepo	C library for downloading RPM repository metadata and packages, used by DNF and PackageKit.	0.25
https://w1.fi/releases/wpa_supplicant-2.11.tar.gz	self	wpa_supplicant	0	82.8	85	75	90	85	80	2		45	C	BSD-3-Clause	2024-07	https://w1.fi/wpa_supplicant/	Wi-Fi client (supplicant) implementing WPA/WPA2/WPA3, 802.1X and related protocols for Linux and Unix-like systems.	0.95
https://w1.fi/releases/wpa_supplicant-2.11.tar.gz	alternative	iwd	1	83	80	85	85	80	85	1		25	C	LGPL-2.1	2024-09	https://iwd.wiki.kernel.org/	Modern Linux Wi-Fi daemon providing WPA/WPA2/WPA3 supplicant functionality with simpler configuration.
https://github.com/PythonCharmers/python-future/archive/refs/tags/v0.18.2.tar.gz	self	future	0	62.5	45	95	70	60	40	0	1100	5	Python	MIT	2020-01	https://python-future.org	Compatibility layer enabling single-source Python 2/3 code via future imports and builtins.	0.05
https://github.com/PythonCharmers/python-future/archive/refs/tags/v0.18.2.tar.gz	alternative	six	1	69.6	42	95	85	75	55	0	980	8	Python	MIT	2021-12	https://github.com/benjaminp/six	Python 2/3 compatibility library providing unified APIs and type shims.
https://github.com/rockdaboot/libpsl/archive/refs/tags/0.21.1.tar.gz	self	libpsl	0	71.5	45	95	80	65	70	0	112	3	C	MIT	2021-07	https://github.com/rockdaboot/libpsl	C library for parsing and using the Public Suffix List to determine registrable domains.	0.55
https://github.com/RsyncProject/rsync/archive/refs/tags/v3.4.2.tar.gz	self	rsync	0	85.1	82	88	95	90	78	2	2800	45	C	GPL-3.0-or-later	2024-06	https://rsync.samba.org/	Fast, versatile file synchronization tool using delta encoding over SSH or its protocol.	0.25
https://github.com/Reference-LAPACK/lapack/archive/refs/tags/v3.11.0.tar.gz	self	LAPACK	0	77.5	65	95	85	80	70	0	2100	45	Fortran	BSD-3-Clause	2022-11	https://github.com/Reference-LAPACK/lapack	LAPACK provides routines for solving systems of linear equations, linear least squares, eigenvalue problems and singular value decomposition.	0
https://github.com/pyserial/pyserial/archive/refs/tags/v3.5.tar.gz	self	pyserial	0	74.5	72	95	85	60	55	0	2900	45	Python	BSD-3-Clause	2020-12	https://github.com/pyserial/pyserial	Python library providing serial port access and communication for RS-232 and similar devices.	0.15
https://www.gnupg.org/ftp/gcrypt/libksba/libksba-1.6.3.tar.bz2	self	libksba	0	67.8	55	85	70	65	60	0		12	C	LGPL-3.0-or-later	2023-04	https://www.gnupg.org/software/libksba/	C library for parsing and generating X.509 certificates and CMS objects.	0.95
https://github.com/vmware/network-config-manager/archive/refs/tags/v0.7.3.tar.gz	self	network-config-manager	0	48.5	22	95	60	40	25	0	48	2	C	Apache-2.0	2021-10	https://github.com/vmware/network-config-manager	CLI tool to configure and manage Linux network interfaces, addresses, routes and systemd-networkd integration.	0.15
http://sg.danny.cz/scsi/lsscsi-0.30.tar.xz	self	lsscsi	0	71.5	45	95	80	70	75	0		5	C	GPL-2.0	2023-02	http://sg.danny.cz/scsi/	Lists SCSI devices and their attributes on Linux systems	0.1
https://github.com/projectcalico/kube-controllers/archive/refs/tags/v3.6.1.tar.gz	self	kube-controllers	0	71.5	62	95	70	65	55	0	180	12	Go	Apache-2.0		https://github.com/projectcalico/kube-controllers	Kubernetes controllers implementing Calico CNI, IPAM, network policy and BGP peering integration.	0.75
http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/readline/readline-8.3.tar.gz	self	readline	0	78.5	65	95	85	80	75	0	1200	12	C	GPL-3.0-or-later	2022-09	https://tiswww.cwru.edu/php/chet/readline/rltop.html	GNU library providing line-editing and history capabilities for interactive CLI programs in C.	0.1
http://ftp.funet.fi/pub/gnu/ftp.gnu.org/gnu/readline/readline-8.3.tar.gz	alternative	libedit	1	73	45	95	80	70	80	0	180	8	C	BSD-3-Clause	2024-01	https://thrysoee.dk/editline/	BSD-licensed line-editing library compatible with readline API for CLI programs.
https://github.com/gcovr/gcovr/archive/refs/tags/4.2.tar.gz	self	gcovr	0	74.5	65	95	85	70	60	0	620	45	Python	BSD-3-Clause	2020-09	https://gcovr.com	Generates C/C++ code coverage reports (HTML, XML, JSON, etc.) from gcov data.	0.1
https://github.com/gcovr/gcovr/archive/refs/tags/4.2.tar.gz	alternative	fastcov	1	71.8	45	95	80	65	75	0	180	8	Python	MIT	2021-05	https://github.com/squaresLab/fastcov	Fast Python tool to generate lcov/gcovr-style coverage reports from gcov.
https://github.com/net-snmp/net-snmp/archive/refs/tags/v5.8.tar.gz	self	net-snmp	0	58.4	42	75	80	55	52	1	390	45	C	BSD-style	2018-10	https://github.com/net-snmp/net-snmp	Open-source SNMP agent, libraries and CLI tools for network management and monitoring.	0.45
https://github.com/lloyd/yajl/archive/refs/tags/2.1.0.tar.gz	self	yajl	0	48.5	45	90	40	20	15	0	850	2	C	ISC	2014-03	https://github.com/lloyd/yajl	Fast streaming JSON parser and generator written in C.	0.15
https://github.com/lloyd/yajl/archive/refs/tags/2.1.0.tar.gz	alternative	cJSON	1	87.8	92	85	95	85	80	1	10500	45	C	MIT	2024-01	https://github.com/DaveGamble/cJSON	Lightweight JSON parser and generator in C with simple API.
https://github.com/lloyd/yajl/archive/refs/tags/2.1.0.tar.gz	alternative	Jansson	2	77.1	65	92	80	75	70	0	980	15	C	MIT	2023-12	https://github.com/akheron/jansson	C library for encoding, decoding and manipulating JSON data.
https://ftp.x.org/pub/individual/lib/libxshmfence-1.3.3.tar.gz	self	libxshmfence	0	52.5	15	95	70	60	40	0		2	C	MIT	2024-01	https://gitlab.freedesktop.org/xorg/lib/libxshmfence	X11 shared-memory fence synchronization primitive library	0
https://github.com/rhboot/shim/releases/download/15.7/shim-15.7.tar.bz2	self	shim	0	81.4	72	95	85	70	78	0	620	12	C	BSD-3-Clause	2023-05	https://github.com/rhboot/shim	First-stage UEFI bootloader implementing Secure Boot chainloading.	0.9
